Biomarker,AUC,Sensitivity (max sum),Specificity (max sum),Sensitivity (sens > 95%),Specificity (sens > 95%),Log2FC,p-value,n_pos,n_neg,n_pos+n_neg
GPN2_HUMAN,0.788,0.6,0.941,1.0,0.412,0.854,0.058328,5,17,22
AF17_HUMAN,0.771,0.857,0.733,1.0,0.067,-0.543,0.046522,7,15,22
BLM_HUMAN,0.762,0.571,0.933,1.0,0.333,-1.134,0.055552,7,15,22
CPMD8_HUMAN,0.753,0.8,0.706,1.0,0.176,-0.96,0.101162,5,17,22
AT11B_HUMAN,0.753,0.8,0.765,1.0,0.412,0.581,0.101162,5,17,22
CEP57_HUMAN,0.741,1.0,0.471,1.0,0.471,0.383,0.119617,5,17,22
SET1B_HUMAN,0.741,0.8,0.706,1.0,0.235,0.461,0.119617,5,17,22
MED31_HUMAN,0.741,1.0,0.529,1.0,0.529,0.648,0.119617,5,17,22
CDHR1_HUMAN,0.74,0.5,0.938,1.0,0.312,-1.433,0.098026,6,16,22
FA32A_HUMAN,0.74,0.833,0.75,1.0,0.188,-0.732,0.098026,6,16,22
GCYA2_HUMAN,0.729,0.833,0.688,1.0,0.312,-0.732,0.114806,6,16,22
AGAP2_HUMAN,0.725,1.0,0.6,1.0,0.6,0.609,0.363636,2,20,22
MYO19_HUMAN,0.719,0.833,0.688,1.0,0.25,0.653,0.133516,6,16,22
KANK3_HUMAN,0.708,0.833,0.625,1.0,0.312,-0.51,0.15445,6,16,22
SOX13_HUMAN,0.705,0.714,0.667,1.0,0.333,-0.592,0.141653,7,15,22
KIF14_HUMAN,0.698,1.0,0.438,1.0,0.438,-1.056,0.177503,6,16,22
CCHL_HUMAN,0.695,0.571,0.933,1.0,0.2,0.887,0.162363,7,15,22
NDK5_HUMAN,0.694,0.75,0.833,1.0,0.111,-0.583,0.262201,4,18,22
DIK2A_HUMAN,0.694,1.0,0.471,1.0,0.471,0.52,0.217741,5,17,22
CHFR_HUMAN,0.694,0.6,0.824,1.0,0.059,-0.597,0.217741,5,17,22
ENTP4_HUMAN,0.688,0.5,0.875,1.0,0.375,0.803,0.203021,6,16,22
STK19_HUMAN,0.686,1.0,0.467,1.0,0.467,-0.566,0.185137,7,15,22
CDK14_HUMAN,0.682,0.4,1.0,1.0,0.353,-0.66,0.248804,5,17,22
BODG_HUMAN,0.681,0.5,0.944,1.0,0.389,-0.564,0.300205,4,18,22
CBX4_HUMAN,0.679,0.5,0.929,1.0,0.214,-0.5,0.187597,8,14,22
RESF1_HUMAN,0.676,0.714,0.733,1.0,0.267,-0.254,0.210069,7,15,22
ST32C_HUMAN,0.67,0.625,0.714,1.0,0.286,0.502,0.211852,8,14,22
PHF1_HUMAN,0.667,0.833,0.562,1.0,0.25,-0.412,0.261134,6,16,22
CFTR_HUMAN,0.667,1.0,0.667,1.0,0.667,0.353,0.342037,4,18,22
DECR2_HUMAN,0.667,0.857,0.6,1.0,0.267,0.68,0.237194,7,15,22
IN80E_HUMAN,0.659,0.8,0.706,1.0,0.294,0.543,0.319283,5,17,22
TXD16_HUMAN,0.659,1.0,0.471,1.0,0.471,-0.37,0.319283,5,17,22
LMBD1_HUMAN,0.656,0.5,0.875,1.0,0.25,0.299,0.293836,6,16,22
CARD9_HUMAN,0.653,0.75,0.722,1.0,0.056,0.327,0.386329,4,18,22
APBA3_HUMAN,0.648,0.571,0.933,1.0,0.0,0.401,0.298246,7,15,22
AL1L2_HUMAN,0.648,0.857,0.6,1.0,0.267,-0.377,0.298246,7,15,22
PELI2_HUMAN,0.639,0.75,0.722,1.0,0.278,-0.35,0.434176,4,18,22
LIPG_HUMAN,0.638,0.714,0.6,1.0,0.2,0.425,0.332196,7,15,22
SUV3_HUMAN,0.635,0.667,0.688,1.0,0.125,0.416,0.366773,6,16,22
GABP2_HUMAN,0.635,0.667,0.688,1.0,0.188,-0.064,0.366773,6,16,22
VANG1_HUMAN,0.634,1.0,0.357,1.0,0.357,-0.222,0.330087,8,14,22
PACR_HUMAN,0.632,1.0,0.421,1.0,0.421,-0.861,0.523377,3,19,22
KRT86_HUMAN,0.625,1.0,0.444,1.0,0.444,0.78,0.484484,4,18,22
NDUB6_HUMAN,0.615,0.5,0.875,1.0,0.062,0.358,0.449412,6,16,22
C42S2_HUMAN,0.615,0.5,0.812,1.0,0.125,-0.395,0.449412,6,16,22
HERC3_HUMAN,0.612,0.6,0.765,1.0,0.0,0.339,0.492899,5,17,22
MS3L1_HUMAN,0.612,0.8,0.529,1.0,0.294,0.364,0.492899,5,17,22
KCRS_HUMAN,0.611,1.0,0.389,1.0,0.389,-0.293,0.538072,4,18,22
NRX3A_HUMAN,0.611,0.75,0.722,1.0,0.222,-0.32,0.538072,4,18,22
BCL7B_HUMAN,0.61,1.0,0.333,1.0,0.333,0.57,0.447474,7,15,22
CDIN1_HUMAN,0.61,0.571,0.8,1.0,0.0,0.177,0.447474,7,15,22
TICN1_HUMAN,0.604,1.0,0.375,1.0,0.375,-0.427,0.49423,6,16,22
PAMR1_HUMAN,0.604,0.5,0.875,1.0,0.0,0.032,0.49423,6,16,22
ACSS3_HUMAN,0.604,1.0,0.375,1.0,0.375,-0.213,0.49423,6,16,22
NCOA4_HUMAN,0.6,1.0,0.333,1.0,0.333,0.175,0.490208,7,15,22
LYPD2_HUMAN,0.6,1.0,0.353,1.0,0.353,-0.63,0.542644,5,17,22
CEP95_HUMAN,0.6,0.8,0.529,1.0,0.294,-0.233,0.542644,5,17,22
ODFP2_HUMAN,0.597,1.0,0.5,1.0,0.5,0.231,0.593575,4,18,22
MEF2A_HUMAN,0.594,0.667,0.625,1.0,0.188,0.261,0.541059,6,16,22
KCC4_HUMAN,0.59,0.857,0.467,1.0,0.067,0.187,0.534912,7,15,22
F162A_HUMAN,0.589,0.25,1.0,1.0,0.0,0.53,0.525171,8,14,22
ACATN_HUMAN,0.588,1.0,0.353,1.0,0.353,0.215,0.594593,5,17,22
RASA3_HUMAN,0.588,1.0,0.353,1.0,0.353,-0.239,0.594593,5,17,22
NEIL1_HUMAN,0.588,0.6,0.824,1.0,0.176,-0.146,0.594593,5,17,22
WDR46_HUMAN,0.583,0.667,0.688,1.0,0.0,-0.299,0.590031,6,16,22
CEAM6_HUMAN,0.583,1.0,0.5,1.0,0.5,-0.443,0.652085,4,18,22
COX19_HUMAN,0.583,0.667,0.688,1.0,0.062,-0.121,0.590031,6,16,22
INT15_HUMAN,0.583,0.833,0.438,1.0,0.188,0.264,0.590031,6,16,22
SGPP1_HUMAN,0.583,0.5,0.875,1.0,0.062,0.176,0.590031,6,16,22
CSCL2_HUMAN,0.581,0.429,0.933,1.0,0.133,0.393,0.581492,7,15,22
KCTD5_HUMAN,0.58,0.375,0.857,1.0,0.214,0.213,0.569891,8,14,22
LIF_HUMAN,0.573,0.667,0.625,1.0,0.125,0.368,0.640666,6,16,22
RET5_HUMAN,0.573,0.833,0.562,1.0,0.062,-0.157,0.640666,6,16,22
PKHO1_HUMAN,0.573,1.0,0.438,1.0,0.438,-0.042,0.640666,6,16,22
BCDO1_HUMAN,0.573,0.833,0.438,1.0,0.0,0.029,0.640666,6,16,22
ZN143_HUMAN,0.562,0.833,0.5,1.0,0.0,-0.027,0.693123,6,16,22
CSPP1_HUMAN,0.556,1.0,0.389,1.0,0.389,-0.265,0.774299,4,18,22
RNLS_HUMAN,0.556,0.5,0.778,1.0,0.167,0.146,0.774299,4,18,22
FGRL1_HUMAN,0.556,1.0,0.5,1.0,0.5,-0.004,0.774299,4,18,22
CCL24_HUMAN,0.552,1.0,0.312,1.0,0.312,-0.141,0.746814,6,16,22
SYVN1_HUMAN,0.545,0.25,0.929,1.0,0.071,0.101,0.763949,8,14,22
GRAP_HUMAN,0.544,1.0,0.474,1.0,0.474,0.112,0.857143,3,19,22
BAK_HUMAN,0.543,0.714,0.533,1.0,0.0,0.085,0.783258,7,15,22
CPXM2_HUMAN,0.542,0.5,0.944,1.0,0.0,0.572,0.837457,4,18,22
ARAP2_HUMAN,0.542,0.5,0.75,1.0,0.188,0.188,0.801871,6,16,22
ASB3_HUMAN,0.542,0.333,0.938,1.0,0.125,0.211,0.801871,6,16,22
SC11C_HUMAN,0.541,0.8,0.588,1.0,0.0,-0.369,0.820081,5,17,22
IGSF3_HUMAN,0.533,0.286,0.933,1.0,0.0,0.0,0.836593,7,15,22
OLFL1_HUMAN,0.531,1.0,0.312,1.0,0.312,0.294,0.857733,6,16,22
RBPS2_HUMAN,0.531,0.333,0.875,1.0,0.188,0.469,0.857733,6,16,22
MPND_HUMAN,0.531,0.5,0.688,1.0,0.125,0.141,0.857733,6,16,22
ATD2B_HUMAN,0.531,0.833,0.5,1.0,0.188,0.169,0.857733,6,16,22
EMIL3_HUMAN,0.531,1.0,0.375,1.0,0.375,0.119,0.857733,6,16,22
TM199_HUMAN,0.529,1.0,0.235,1.0,0.235,0.056,0.879547,5,17,22
AGO4_HUMAN,0.528,1.0,0.444,1.0,0.444,0.015,0.902256,4,18,22
GEMI_HUMAN,0.524,0.857,0.333,1.0,0.133,-0.02,0.890656,7,15,22
ACTG_HUMAN,0.524,0.857,0.4,1.0,0.133,-0.069,0.890656,7,15,22
KDM5A_HUMAN,0.521,0.333,0.938,1.0,0.188,0.163,0.914425,6,16,22
BRMS1_HUMAN,0.521,1.0,0.25,1.0,0.25,0.071,0.914425,6,16,22
M3K8_HUMAN,0.518,0.4,0.941,1.0,0.176,0.248,0.939622,5,17,22
PKNX1_HUMAN,0.518,0.375,0.786,1.0,0.0,0.041,0.920336,8,14,22
GNT2A_HUMAN,0.518,0.6,0.647,1.0,0.059,-0.107,0.939622,5,17,22
RP25L_HUMAN,0.518,0.8,0.471,1.0,0.0,0.065,0.939622,5,17,22
SH23A_HUMAN,0.518,0.2,1.0,1.0,0.059,0.001,0.939622,5,17,22
UB2J2_HUMAN,0.514,1.0,0.222,1.0,0.222,-0.055,0.967054,4,18,22
KLH25_HUMAN,0.51,0.833,0.438,1.0,0.25,0.024,0.971359,6,16,22
CCNA2_HUMAN,0.509,0.75,0.571,1.0,0.0,0.122,0.973381,8,14,22
E41LA_HUMAN,0.509,1.0,0.316,1.0,0.316,0.011,1.0,3,19,22
MOD5_HUMAN,0.5,0.833,0.438,1.0,0.188,0.053,1.0,6,16,22
PITM2_HUMAN,0.852,1.0,0.722,1.0,0.722,-1.235,0.061654,3,18,21
FAN1_HUMAN,0.838,1.0,0.765,1.0,0.765,0.959,0.040434,4,17,21
LIPP_HUMAN,0.833,1.0,0.833,1.0,0.833,-4.215,0.079699,3,18,21
PIMRE_HUMAN,0.824,1.0,0.529,1.0,0.529,-1.709,0.051796,4,17,21
DEN1C_HUMAN,0.809,0.75,0.824,1.0,0.529,-0.679,0.064829,4,17,21
PRS27_HUMAN,0.8,0.8,0.875,1.0,0.312,-1.351,0.050027,5,16,21
IRAG2_HUMAN,0.794,1.0,0.647,1.0,0.647,1.036,0.080535,4,17,21
GLSK_HUMAN,0.788,0.625,0.923,1.0,0.308,1.11,0.030232,8,13,21
STN1_HUMAN,0.788,0.8,0.875,1.0,0.438,0.428,0.061625,5,16,21
GDE1_HUMAN,0.778,0.667,0.867,1.0,0.267,0.778,0.054806,6,15,21
INO80_HUMAN,0.778,0.833,0.8,1.0,0.467,0.784,0.054806,6,15,21
HGNAT_HUMAN,0.763,0.8,0.812,1.0,0.312,0.939,0.091012,5,16,21
AGRA3_HUMAN,0.762,1.0,0.5,1.0,0.5,-0.694,0.091012,5,16,21
MCEM1_HUMAN,0.755,0.714,0.786,1.0,0.5,-0.794,0.066684,7,14,21
PRRT3_HUMAN,0.75,0.8,0.75,1.0,0.312,-0.627,0.109195,5,16,21
ABCAC_HUMAN,0.75,0.6,0.875,1.0,0.375,-1.258,0.109195,5,16,21
CHSS2_HUMAN,0.75,0.6,0.875,1.0,0.438,0.431,0.109195,5,16,21
TDRKH_HUMAN,0.738,0.8,0.688,1.0,0.188,0.586,0.129736,5,16,21
THNS2_HUMAN,0.735,0.5,1.0,1.0,0.294,-0.703,0.171763,4,17,21
ROR1_HUMAN,0.725,1.0,0.5,1.0,0.5,-0.542,0.15303,5,16,21
ZEB1_HUMAN,0.722,1.0,0.467,1.0,0.467,0.73,0.131726,6,15,21
TCEA2_HUMAN,0.722,0.667,0.8,1.0,0.467,-0.416,0.131726,6,15,21
FRY_HUMAN,0.722,1.0,0.667,1.0,0.667,0.346,0.261654,3,18,21
SESQ1_HUMAN,0.722,0.667,0.889,1.0,0.333,-0.498,0.261654,3,18,21
ZNF48_HUMAN,0.722,1.0,0.467,1.0,0.467,0.516,0.131726,6,15,21
S27A6_HUMAN,0.711,0.5,0.867,1.0,0.333,-0.792,0.153693,6,15,21
MAZ_HUMAN,0.706,0.75,0.706,1.0,0.353,0.602,0.23726,4,17,21
B2L14_HUMAN,0.704,1.0,0.556,1.0,0.556,-0.263,0.306767,3,18,21
CTRB1_HUMAN;CTRB2_HUMAN,0.7,0.6,0.875,1.0,0.125,0.529,0.207971,5,16,21
TECT3_HUMAN,0.7,1.0,0.5,1.0,0.5,-0.455,0.207971,5,16,21
RM38_HUMAN,0.7,0.5,0.933,1.0,0.267,0.468,0.178055,6,15,21
L10K_HUMAN,0.7,0.667,0.867,1.0,0.0,-0.8,0.178055,6,15,21
RN149_HUMAN,0.689,0.833,0.6,1.0,0.067,0.218,0.205108,6,15,21
RM41_HUMAN,0.688,0.6,0.875,1.0,0.25,0.438,0.239815,5,16,21
DYH5_HUMAN,0.685,0.667,0.778,1.0,0.389,0.41,0.356391,3,18,21
B4GT3_HUMAN,0.684,0.857,0.571,1.0,0.143,-0.629,0.19687,7,14,21
CISH_HUMAN,0.678,0.667,0.8,1.0,0.133,-1.866,0.234704,6,15,21
ALG6_HUMAN,0.675,0.6,0.875,1.0,0.25,0.563,0.274805,5,16,21
SOX4_HUMAN,0.667,1.0,0.4,1.0,0.4,-0.227,0.267212,6,15,21
RHPN1_HUMAN,0.667,1.0,0.389,1.0,0.389,0.397,0.41203,3,18,21
Z385A_HUMAN,0.667,0.5,1.0,1.0,0.067,-0.625,0.267212,6,15,21
SRR_HUMAN,0.667,0.667,0.667,1.0,0.333,0.551,0.41203,3,18,21
EDNRB_HUMAN,0.656,0.667,0.733,1.0,0.267,0.675,0.3023,6,15,21
COHA1_HUMAN,0.656,0.5,0.867,1.0,0.067,0.702,0.3023,6,15,21
MCRI2_HUMAN,0.65,0.6,0.688,1.0,0.25,0.698,0.353924,5,16,21
LCK_HUMAN,0.648,1.0,0.5,1.0,0.5,-0.241,0.470677,3,18,21
GBP7_HUMAN,0.648,1.0,0.444,1.0,0.444,-0.446,0.470677,3,18,21
KLF16_HUMAN,0.647,0.5,1.0,1.0,0.235,0.508,0.410359,4,17,21
K1958_HUMAN,0.644,0.833,0.533,1.0,0.267,-0.786,0.340299,6,15,21
ETFD_HUMAN,0.643,0.857,0.5,1.0,0.071,0.376,0.322308,7,14,21
MFHA1_HUMAN,0.639,0.444,1.0,1.0,0.0,0.255,0.302789,9,12,21
GPVI_HUMAN,0.637,0.6,0.75,1.0,0.188,-0.603,0.397956,5,16,21
PEX3_HUMAN,0.635,0.875,0.462,1.0,0.077,0.471,0.336272,8,13,21
ZMYM1_HUMAN,0.633,0.429,0.857,1.0,0.071,-0.357,0.360062,7,14,21
MA7D3_HUMAN,0.633,0.714,0.643,1.0,0.071,-0.277,0.360062,7,14,21
NOSTN_HUMAN,0.633,0.5,0.933,1.0,0.133,-0.304,0.380916,6,15,21
S3TC1_HUMAN,0.633,0.714,0.714,1.0,0.143,0.287,0.360062,7,14,21
IMP4_HUMAN,0.633,0.714,0.643,1.0,0.357,0.38,0.360062,7,14,21
DPOLL_HUMAN,0.633,0.833,0.533,1.0,0.067,0.301,0.380916,6,15,21
CSAD_HUMAN,0.632,0.75,0.706,1.0,0.0,-0.093,0.461821,4,17,21
UT1_HUMAN,0.625,0.8,0.688,1.0,0.0,0.178,0.445132,5,16,21
DHRSX_HUMAN,0.625,1.0,0.438,1.0,0.438,-0.203,0.445132,5,16,21
MGT4B_HUMAN,0.625,1.0,0.438,1.0,0.438,0.26,0.445132,5,16,21
TOM20_HUMAN,0.622,0.333,1.0,1.0,0.0,0.977,0.424333,6,15,21
GPBL1_HUMAN,0.622,0.333,0.933,1.0,0.267,0.599,0.424333,6,15,21
KLH26_HUMAN,0.618,0.75,0.588,1.0,0.176,0.422,0.516959,4,17,21
PDGFB_HUMAN,0.613,0.4,0.938,1.0,0.125,-0.497,0.494963,5,16,21
ITPR1_HUMAN,0.612,1.0,0.25,1.0,0.25,-0.242,0.494963,5,16,21
COPZ2_HUMAN,0.612,1.0,0.429,1.0,0.429,0.475,0.442965,7,14,21
GALT5_HUMAN,0.611,1.0,0.333,1.0,0.333,-0.547,0.470183,6,15,21
EPT1_HUMAN,0.611,1.0,0.267,1.0,0.267,0.389,0.470183,6,15,21
GO45_HUMAN,0.611,1.0,0.4,1.0,0.4,0.093,0.470183,6,15,21
DAAF4_HUMAN,0.603,0.5,0.882,1.0,0.0,-0.605,0.574436,4,17,21
FZD8_HUMAN,0.603,0.75,0.647,1.0,0.235,0.312,0.574436,4,17,21
DNAI1_HUMAN,0.593,1.0,0.389,1.0,0.389,0.106,0.669173,3,18,21
RED1_HUMAN,0.589,1.0,0.467,1.0,0.467,0.172,0.569291,6,15,21
PCD10_HUMAN,0.589,1.0,0.4,1.0,0.4,-0.631,0.569291,6,15,21
SNPC2_HUMAN,0.588,0.8,0.5,1.0,0.188,0.201,0.602585,5,16,21
ICT1_HUMAN,0.587,0.5,0.846,1.0,0.0,0.17,0.546631,8,13,21
SP6_HUMAN,0.587,0.6,0.812,1.0,0.188,-0.054,0.602585,5,16,21
NAV3_HUMAN,0.577,0.375,0.846,1.0,0.077,0.266,0.595066,8,13,21
PIAS1_HUMAN,0.575,1.0,0.312,1.0,0.312,0.096,0.659885,5,16,21
SAM11_HUMAN,0.575,1.0,0.375,1.0,0.375,-0.189,0.659885,5,16,21
B3GN5_HUMAN,0.575,0.6,0.812,1.0,0.125,0.162,0.659885,5,16,21
FAM3A_HUMAN,0.574,1.0,0.353,1.0,0.353,-0.305,0.697744,4,17,21
OTUD5_HUMAN,0.571,0.286,0.929,1.0,0.214,0.154,0.635879,7,14,21
CLOCK_HUMAN,0.562,0.6,0.75,1.0,0.125,-0.321,0.718954,5,16,21
CD33_HUMAN,0.559,0.75,0.647,1.0,0.294,0.071,0.762907,4,17,21
TREF1_HUMAN,0.556,0.667,0.6,1.0,0.067,0.155,0.733304,6,15,21
F135A_HUMAN,0.556,0.5,0.8,1.0,0.0,0.064,0.733304,6,15,21
KIF7_HUMAN,0.551,0.571,0.714,1.0,0.143,0.313,0.743326,7,14,21
SP20H_HUMAN,0.551,0.429,1.0,1.0,0.071,0.023,0.743326,7,14,21
GFPT2_HUMAN,0.548,0.625,0.538,1.0,0.077,-0.105,0.750101,8,13,21
NHRF3_HUMAN,0.548,0.625,0.615,1.0,0.0,0.36,0.750101,8,13,21
PPOX_HUMAN,0.544,0.5,0.867,1.0,0.067,0.287,0.790985,6,15,21
EFNB3_HUMAN,0.544,0.333,0.867,1.0,0.2,-0.168,0.790985,6,15,21
TP8L1_HUMAN,0.544,1.0,0.353,1.0,0.353,-0.231,0.829073,4,17,21
LTBP3_HUMAN,0.544,0.5,0.765,1.0,0.118,0.343,0.829073,4,17,21
RNF12_HUMAN,0.544,1.0,0.353,1.0,0.353,0.13,0.829073,4,17,21
STIM2_HUMAN,0.544,0.333,0.933,1.0,0.133,0.206,0.790985,6,15,21
RM19_HUMAN,0.541,0.571,0.786,1.0,0.0,0.273,0.799002,7,14,21
MSRB2_HUMAN,0.531,0.286,0.929,1.0,0.0,0.006,0.855745,7,14,21
ATP7B_HUMAN,0.529,0.625,0.692,1.0,0.077,-0.259,0.85962,8,13,21
UVSSA_HUMAN,0.529,0.25,1.0,1.0,0.176,0.211,0.897243,4,17,21
VP37D_HUMAN,0.529,0.5,0.824,1.0,0.059,-0.167,0.897243,4,17,21
NET4_HUMAN,0.529,0.75,0.529,1.0,0.118,0.009,0.897243,4,17,21
AMOL1_HUMAN,0.525,0.8,0.438,1.0,0.125,-0.052,0.904713,5,16,21
PZRN3_HUMAN,0.525,0.6,0.75,1.0,0.0,0.089,0.904713,5,16,21
MSX2_HUMAN,0.522,0.333,1.0,1.0,0.133,0.19,0.90959,6,15,21
BTBD9_HUMAN,0.522,0.667,0.6,1.0,0.067,-0.167,0.90959,6,15,21
NDUA7_HUMAN,0.52,0.714,0.643,1.0,0.0,-0.198,0.913123,7,14,21
HOP2_HUMAN,0.52,0.714,0.5,1.0,0.0,0.077,0.913123,7,14,21
SC5A1_HUMAN,0.519,1.0,0.278,1.0,0.278,-0.05,0.962406,3,18,21
S17A5_HUMAN,0.519,0.5,0.846,1.0,0.0,-0.114,0.915534,8,13,21
TLR5_HUMAN,0.515,0.5,0.706,1.0,0.176,-0.107,0.965414,4,17,21
TYW3_HUMAN,0.512,0.8,0.438,1.0,0.125,0.099,0.968107,5,16,21
RAD18_HUMAN,0.512,0.6,0.625,1.0,0.0,0.155,0.968107,5,16,21
AF9_HUMAN,0.511,1.0,0.267,1.0,0.267,-0.021,0.969851,6,15,21
PTPRD_HUMAN,0.51,1.0,0.357,1.0,0.357,-0.34,0.971018,7,14,21
S53A1_HUMAN,0.51,0.5,0.769,1.0,0.0,0.091,0.971773,8,13,21
CCNL2_HUMAN,0.5,0.8,0.375,1.0,0.125,-0.008,1.0,5,16,21
ZF64B_HUMAN,1.0,1.0,1.0,1.0,1.0,1.27,0.1,1,19,20
PODN_HUMAN,0.972,1.0,0.944,1.0,0.944,1.091,0.021053,2,18,20
S35E1_HUMAN,0.853,0.8,0.933,1.0,0.467,0.922,0.01935,5,15,20
CATW_HUMAN,0.833,1.0,0.778,1.0,0.778,-1.073,0.168421,2,18,20
CE290_HUMAN,0.827,1.0,0.733,1.0,0.733,-0.381,0.032766,5,15,20
MGST1_HUMAN,0.827,1.0,0.6,1.0,0.6,1.222,0.032766,5,15,20
RIPR2_HUMAN,0.781,0.75,0.75,1.0,0.5,0.583,0.099484,4,16,20
SKA1_HUMAN,0.768,0.556,1.0,1.0,0.0,-0.398,0.048232,9,11,20
FSTL4_HUMAN,0.765,1.0,0.529,1.0,0.529,1.282,0.178947,3,17,20
KIZ_HUMAN,0.762,0.667,0.857,1.0,0.286,-1.258,0.075748,6,14,20
QCR6_HUMAN,0.734,0.75,0.812,1.0,0.125,0.9,0.177503,4,16,20
RAIN_HUMAN,0.734,1.0,0.625,1.0,0.625,-0.785,0.177503,4,16,20
RLF_HUMAN,0.726,0.833,0.643,1.0,0.429,0.738,0.12967,6,14,20
KDM5B_HUMAN,0.725,1.0,0.538,1.0,0.538,0.559,0.114628,7,13,20
ASB1_HUMAN,0.725,0.571,0.923,1.0,0.154,0.564,0.114628,7,13,20
FOXJ1_HUMAN,0.72,0.6,0.933,1.0,0.133,1.054,0.167957,5,15,20
APRV1_HUMAN,0.719,0.5,0.938,1.0,0.375,-1.012,0.211352,4,16,20
TPSNR_HUMAN,0.707,0.6,1.0,1.0,0.133,-0.973,0.197368,5,15,20
SFR1_HUMAN,0.69,0.833,0.571,1.0,0.357,-0.376,0.20743,6,14,20
CCND1_HUMAN,0.688,0.5,1.0,1.0,0.312,0.658,0.290196,4,16,20
RT29_HUMAN,0.688,0.625,0.833,1.0,0.167,0.599,0.181345,8,12,20
VASH1_HUMAN,0.688,0.75,0.812,1.0,0.125,0.529,0.290196,4,16,20
RT22_HUMAN,0.681,0.857,0.538,1.0,0.077,0.455,0.210604,7,13,20
ATS2_HUMAN,0.68,0.8,0.667,1.0,0.467,0.274,0.266125,5,15,20
SHKB1_HUMAN,0.68,1.0,0.6,1.0,0.6,-0.48,0.266125,5,15,20
MON1A_HUMAN,0.67,0.571,0.923,1.0,0.231,-0.421,0.241357,7,13,20
KAT5_HUMAN,0.67,1.0,0.462,1.0,0.462,-0.344,0.241357,7,13,20
CENPS_HUMAN,0.667,1.0,0.5,1.0,0.5,0.269,0.274045,6,14,20
LYNX1_HUMAN,0.656,1.0,0.5,1.0,0.5,-0.732,0.384727,4,16,20
CBPA4_HUMAN,0.656,0.75,0.688,1.0,0.312,0.304,0.384727,4,16,20
SNR48_HUMAN,0.648,0.714,0.769,1.0,0.154,0.218,0.311378,7,13,20
KAT6A_HUMAN,0.648,0.857,0.615,1.0,0.0,0.513,0.311378,7,13,20
NCK5L_HUMAN,0.647,1.0,0.471,1.0,0.471,-0.236,0.478947,3,17,20
PDE7A_HUMAN,0.641,0.5,0.812,1.0,0.25,-0.45,0.437152,4,16,20
SESQ2_HUMAN,0.64,0.4,1.0,1.0,0.2,0.598,0.394866,5,15,20
MTMR8_HUMAN,0.639,0.5,0.944,1.0,0.333,0.235,0.589474,2,18,20
T3JAM_HUMAN,0.632,1.0,0.632,1.0,0.632,0.195,0.8,1,19,20
HPSE_HUMAN,0.631,1.0,0.429,1.0,0.429,-0.468,0.397007,6,14,20
ANR11_HUMAN,0.627,0.4,0.933,1.0,0.333,0.295,0.44453,5,15,20
S27A3_HUMAN,0.626,0.857,0.538,1.0,0.077,0.304,0.392879,7,13,20
BRWD1_HUMAN,0.625,1.0,0.312,1.0,0.312,-0.548,0.494118,4,16,20
PAGE4_HUMAN,0.611,0.5,0.889,1.0,0.333,-0.613,0.673684,2,18,20
ULK4_HUMAN,0.611,1.0,0.444,1.0,0.444,0.39,0.673684,2,18,20
GP2_HUMAN,0.609,0.5,0.875,1.0,0.062,-0.624,0.55356,4,16,20
CD8A_HUMAN,0.608,0.667,0.765,1.0,0.059,-0.569,0.615789,3,17,20
NECD_HUMAN,0.608,1.0,0.412,1.0,0.412,0.204,0.615789,3,17,20
PAR6G_HUMAN,0.607,0.5,0.929,1.0,0.214,-0.336,0.493963,6,14,20
RFIP3_HUMAN,0.604,0.857,0.538,1.0,0.0,0.238,0.485423,7,13,20
SYEM_HUMAN,0.6,0.4,0.867,1.0,0.2,-0.463,0.553148,5,15,20
PCDBE_HUMAN,0.6,1.0,0.4,1.0,0.4,0.418,0.553148,5,15,20
NDUB8_HUMAN,0.595,0.833,0.5,1.0,0.0,0.122,0.546646,6,14,20
GABT_HUMAN,0.595,0.667,0.857,1.0,0.0,0.164,0.546646,6,14,20
CO72L_HUMAN,0.594,0.625,0.667,1.0,0.25,0.091,0.520807,8,12,20
DPEP1_HUMAN,0.594,0.75,0.562,1.0,0.25,0.306,0.616718,4,16,20
MORN2_HUMAN,0.594,1.0,0.312,1.0,0.312,-0.473,0.616718,4,16,20
COQA1_HUMAN,0.594,0.375,0.917,1.0,0.25,0.551,0.520807,8,12,20
DIC_HUMAN,0.594,0.25,1.0,1.0,0.25,0.39,0.520807,8,12,20
PAAT_HUMAN,0.593,1.0,0.462,1.0,0.462,0.53,0.535552,7,13,20
HV511_HUMAN,0.587,0.4,0.933,1.0,0.0,0.196,0.611584,5,15,20
SFTPD_HUMAN,0.587,0.6,0.8,1.0,0.2,-0.232,0.611584,5,15,20
TREM1_HUMAN,0.587,0.4,0.867,1.0,0.067,-0.255,0.611584,5,15,20
BRD1_HUMAN,0.583,0.5,0.786,1.0,0.214,-0.34,0.601548,6,14,20
VW5B2_HUMAN,0.583,0.5,1.0,1.0,0.167,0.746,0.757895,2,18,20
SREC2_HUMAN,0.582,0.286,1.0,1.0,0.0,0.262,0.588029,7,13,20
ZNF93_HUMAN,0.573,0.6,0.8,1.0,0.0,0.092,0.672472,5,15,20
RNC_HUMAN,0.573,0.6,0.667,1.0,0.267,0.203,0.672472,5,15,20
RT23_HUMAN,0.573,0.75,0.583,1.0,0.0,-0.101,0.623879,8,12,20
