Biomarker,AUC,Sensitivity (max sum),Specificity (max sum),Sensitivity (sens > 95%),Specificity (sens > 95%),Log2FC,p-value,n_pos,n_neg,n_pos+n_neg
AKAP5_HUMAN,0.6,0.667,0.75,1.0,0.25,-0.175,0.596491,15,4,19
S35A1_HUMAN,0.6,0.933,0.5,1.0,0.0,0.433,0.596491,15,4,19
ZCHC9_HUMAN,0.59,1.0,0.5,1.0,0.5,0.371,0.578874,13,6,19
AT133_HUMAN,0.586,0.786,0.6,1.0,0.2,0.26,0.621603,14,5,19
EURL_HUMAN,0.586,0.714,0.6,1.0,0.2,-0.074,0.621603,14,5,19
ESPL1_HUMAN,0.583,0.5,0.857,1.0,0.0,0.717,0.591808,12,7,19
F118A_HUMAN,0.577,0.692,0.667,1.0,0.167,0.083,0.638803,13,6,19
FZR1_HUMAN,0.571,0.929,0.4,1.0,0.2,0.252,0.686791,14,5,19
GRAM_HUMAN,0.568,0.364,1.0,1.0,0.0,0.07,0.657405,11,8,19
IL6_HUMAN,0.567,0.333,1.0,1.0,0.0,-0.206,0.736326,15,4,19
PTTG1_HUMAN;PTTG2_HUMAN,0.567,0.533,0.75,1.0,0.0,-0.131,0.736326,15,4,19
TCAL9_HUMAN,0.567,0.533,0.75,1.0,0.0,0.223,0.736326,15,4,19
NDC1_HUMAN,0.564,0.308,1.0,1.0,0.167,-0.611,0.701238,13,6,19
PCSK6_HUMAN,0.562,0.812,0.667,1.0,0.0,-0.198,0.79257,16,3,19
IRF8_HUMAN,0.559,0.824,0.5,1.0,0.0,-0.051,0.842105,17,2,19
STAR3_HUMAN,0.559,1.0,0.5,1.0,0.5,-0.834,0.842105,17,2,19
ZN800_HUMAN,0.559,0.941,0.5,1.0,0.0,-0.088,0.842105,17,2,19
GLT16_HUMAN,0.556,0.556,1.0,1.0,0.0,0.603,0.947368,18,1,19
SPTC2_HUMAN,0.551,1.0,0.333,1.0,0.333,0.146,0.765369,13,6,19
SYDE1_HUMAN,0.55,0.867,0.5,1.0,0.25,-0.099,0.809598,15,4,19
TM168_HUMAN,0.55,0.467,0.75,1.0,0.0,-0.115,0.809598,15,4,19
EBP_HUMAN,0.543,0.786,0.6,1.0,0.0,-0.05,0.823013,14,5,19
S22AI_HUMAN,0.542,1.0,0.333,1.0,0.333,0.245,0.875129,16,3,19
NOCT_HUMAN,0.542,1.0,0.333,1.0,0.333,-0.605,0.875129,16,3,19
BRCA1_HUMAN,0.533,0.267,1.0,1.0,0.0,-0.035,0.885449,15,4,19
RERG_HUMAN,0.533,1.0,0.25,1.0,0.25,-0.73,0.885449,15,4,19
IFM3_HUMAN,0.529,0.941,0.5,1.0,0.0,-0.199,0.947368,17,2,19
TRML2_HUMAN,0.529,0.471,1.0,1.0,0.0,-0.079,0.947368,17,2,19
STAR9_HUMAN,0.526,0.231,1.0,1.0,0.0,-0.025,0.898275,13,6,19
MGAT3_HUMAN,0.521,0.75,0.667,1.0,0.0,0.131,0.957688,16,3,19
LYAM2_HUMAN,0.517,0.333,1.0,1.0,0.0,0.027,0.9613,15,4,19
UBP42_HUMAN,0.517,0.467,1.0,1.0,0.0,-0.17,0.9613,15,4,19
WFKN2_HUMAN,0.514,0.5,0.8,1.0,0.0,0.023,0.964396,14,5,19
AB17B_HUMAN,0.5,0.933,0.5,1.0,0.0,-0.144,1.0,15,4,19
LRC23_HUMAN,,0.0,,1.0,,,,19,0,19
ODAD2_HUMAN,1.0,1.0,1.0,1.0,1.0,-1.759,0.111111,17,1,18
TXND6_HUMAN,1.0,1.0,1.0,1.0,1.0,1.549,0.111111,17,1,18
S28A3_HUMAN,1.0,1.0,1.0,1.0,1.0,2.88,0.013072,16,2,18
IL36G_HUMAN,0.911,0.786,1.0,1.0,0.5,2.369,0.011765,14,4,18
SDHF4_HUMAN,0.893,0.786,1.0,1.0,0.5,-1.111,0.017647,14,4,18
RPF1_HUMAN,0.889,0.8,1.0,1.0,0.333,-1.162,0.039216,15,3,18
NOTUM_HUMAN,0.882,0.882,1.0,1.0,0.0,2.542,0.333333,17,1,18
ZCHC2_HUMAN,0.862,0.692,1.0,1.0,0.2,-0.766,0.019374,13,5,18
CLCN3_HUMAN,0.857,0.929,0.75,1.0,0.25,-0.912,0.034641,14,4,18
PRKN_HUMAN,0.844,0.812,1.0,1.0,0.0,-0.574,0.156863,16,2,18
RMI1_HUMAN,0.844,0.75,1.0,1.0,0.0,-0.745,0.156863,16,2,18
CE162_HUMAN,0.824,0.824,1.0,1.0,0.0,-0.578,0.444444,17,1,18
WDR93_HUMAN,0.824,0.824,1.0,1.0,0.0,0.896,0.444444,17,1,18
HJURP_HUMAN,0.815,0.692,1.0,1.0,0.0,-0.859,0.045985,13,5,18
GP108_HUMAN,0.8,0.867,0.667,1.0,0.333,-0.885,0.129902,15,3,18
IFRD2_HUMAN,0.792,0.75,0.833,1.0,0.167,-0.501,0.052898,12,6,18
RNF11_HUMAN,0.792,0.75,0.833,1.0,0.333,-0.531,0.052898,12,6,18
SMOX_HUMAN,0.786,0.5,1.0,1.0,0.5,-0.821,0.101307,14,4,18
PHLA1_HUMAN,0.765,0.765,1.0,1.0,0.0,-0.605,0.555556,17,1,18
FCRL5_HUMAN,0.765,0.765,1.0,1.0,0.0,-0.298,0.555556,17,1,18
UBXN8_HUMAN,0.75,0.625,1.0,1.0,0.0,-0.433,0.326797,16,2,18
FBX33_HUMAN,0.723,0.538,1.0,1.0,0.0,-0.521,0.173436,13,5,18
GGEE3_HUMAN;PAGE2_HUMAN,0.722,0.667,0.833,1.0,0.0,-1.276,0.150506,12,6,18
MAP6_HUMAN,0.719,0.5,1.0,1.0,0.0,0.512,0.392157,16,2,18
NPHP4_HUMAN,0.714,0.5,1.0,1.0,0.0,-0.447,0.23268,14,4,18
FSD1_HUMAN,0.713,0.4,1.0,1.0,0.375,-0.698,0.14571,10,8,18
GPHRA_HUMAN;GPHRB_HUMAN,0.711,0.6,1.0,1.0,0.0,-0.54,0.301471,15,3,18
RT27_HUMAN,0.711,0.667,1.0,1.0,0.0,-0.365,0.301471,15,3,18
IFRD1_HUMAN,0.701,0.818,0.714,1.0,0.0,-0.376,0.17911,11,7,18
KCT2_HUMAN,0.701,0.636,0.857,1.0,0.0,-0.227,0.17911,11,7,18
NEK11_HUMAN,0.696,0.429,1.0,1.0,0.25,0.435,0.277124,14,4,18
AURKA_HUMAN,0.692,0.846,0.8,1.0,0.0,-0.403,0.246032,13,5,18
MUTYH_HUMAN,0.689,0.467,1.0,1.0,0.0,-0.401,0.360294,15,3,18
KRT34_HUMAN,0.688,0.688,1.0,1.0,0.0,1.739,0.470588,16,2,18
VAMP5_HUMAN,0.688,1.0,0.5,1.0,0.5,-0.463,0.470588,16,2,18
SYNPO_HUMAN,0.681,0.833,0.667,1.0,0.0,0.119,0.249623,12,6,18
VKORL_HUMAN,0.679,0.429,1.0,1.0,0.25,-0.693,0.327451,14,4,18
SACS_HUMAN,0.679,1.0,0.5,1.0,0.5,-0.804,0.327451,14,4,18
CENPE_HUMAN,0.677,0.846,0.6,1.0,0.0,-0.282,0.288749,13,5,18
SEM6D_HUMAN,0.677,0.462,1.0,1.0,0.0,-0.66,0.288749,13,5,18
K1H1_HUMAN,0.667,0.8,0.667,1.0,0.333,1.471,0.426471,15,3,18
HLPDA_HUMAN,0.667,0.933,0.667,1.0,0.333,-0.588,0.426471,15,3,18
SEM3G_HUMAN,0.662,0.692,0.8,1.0,0.0,0.303,0.335901,13,5,18
MFS4B_HUMAN,0.661,0.929,0.5,1.0,0.25,-0.481,0.381699,14,4,18
KDM4C_HUMAN,0.656,1.0,0.5,1.0,0.5,-0.588,0.54902,16,2,18
NFH_HUMAN,0.65,0.5,0.875,1.0,0.125,-0.638,0.315417,10,8,18
RGPS1_HUMAN,0.644,0.933,0.667,1.0,0.333,0.304,0.497549,15,3,18
NDUB9_HUMAN,0.644,0.667,0.667,1.0,0.0,-0.255,0.497549,15,3,18
DGAT1_HUMAN,0.631,0.538,0.8,1.0,0.0,-0.416,0.443044,13,5,18
CY24A_HUMAN,0.625,0.438,1.0,1.0,0.0,-0.272,0.640523,16,2,18
RM54_HUMAN,0.625,0.625,1.0,1.0,0.0,-0.484,0.640523,16,2,18
EMC5_HUMAN,0.625,0.571,0.75,1.0,0.0,-0.285,0.505229,14,4,18
N42L2_HUMAN,0.625,0.857,0.5,1.0,0.25,-0.379,0.505229,14,4,18
ZBT38_HUMAN,0.622,0.933,0.667,1.0,0.0,0.008,0.573529,15,3,18
MYRIP_HUMAN,0.622,0.467,1.0,1.0,0.0,0.143,0.573529,15,3,18
IR3IP_HUMAN,0.622,0.467,1.0,1.0,0.0,0.418,0.573529,15,3,18
FANCG_HUMAN,0.6,0.667,0.667,1.0,0.333,-0.423,0.654412,15,3,18
ULK1_HUMAN,0.6,0.4,1.0,1.0,0.0,-0.343,0.654412,15,3,18
TMM47_HUMAN,0.6,0.6,1.0,1.0,0.0,0.002,0.654412,15,3,18
NT5D2_HUMAN,0.6,0.923,0.4,1.0,0.0,-0.271,0.566293,13,5,18
TOPRS_HUMAN,0.6,0.692,0.8,1.0,0.0,0.501,0.566293,13,5,18
RT02_HUMAN,0.6,0.867,0.667,1.0,0.0,-0.462,0.654412,15,3,18
OCAD2_HUMAN,0.589,0.429,1.0,1.0,0.0,0.775,0.645098,14,4,18
AUTS2_HUMAN,0.589,0.286,1.0,1.0,0.0,-0.172,0.645098,14,4,18
RM45_HUMAN,0.589,0.714,0.75,1.0,0.0,-0.174,0.645098,14,4,18
ZN732_HUMAN,0.585,0.692,0.6,1.0,0.0,0.341,0.633053,13,5,18
MATN3_HUMAN,0.584,0.818,0.571,1.0,0.0,-0.02,0.596154,11,7,18
NDUA6_HUMAN,0.578,0.733,0.667,1.0,0.0,0.219,0.737745,15,3,18
MTURN_HUMAN,0.578,0.8,0.667,1.0,0.0,-0.112,0.737745,15,3,18
PKHB1_HUMAN,0.578,0.4,1.0,1.0,0.0,0.724,0.737745,15,3,18
KV137_HUMAN;KVD37_HUMAN,0.571,0.357,1.0,1.0,0.0,0.315,0.720915,14,4,18
AT11C_HUMAN,0.571,0.714,0.75,1.0,0.0,-0.374,0.720915,14,4,18
SYHM_HUMAN,0.569,0.583,0.667,1.0,0.167,-0.137,0.681965,12,6,18
OASL_HUMAN,0.569,0.692,0.6,1.0,0.0,-0.043,0.702848,13,5,18
TOPB1_HUMAN,0.569,0.846,0.4,1.0,0.2,-0.241,0.702848,13,5,18
IKZF2_HUMAN,0.569,0.846,0.4,1.0,0.2,0.316,0.702848,13,5,18
LRRK2_HUMAN,0.562,1.0,0.5,1.0,0.5,-0.355,0.836601,16,2,18
NEK8_HUMAN,0.556,0.583,0.667,1.0,0.167,-0.121,0.750269,12,6,18
SCD5_HUMAN,0.556,0.333,1.0,1.0,0.0,0.392,0.823529,15,3,18
SERC2_HUMAN,0.556,0.4,1.0,1.0,0.0,-0.043,0.823529,15,3,18
CA2D2_HUMAN,0.545,0.727,0.571,1.0,0.0,0.026,0.791415,11,7,18
ZBT14_HUMAN,0.536,1.0,0.25,1.0,0.25,0.498,0.878431,14,4,18
JAM3_HUMAN,0.536,0.571,0.75,1.0,0.0,-0.079,0.878431,14,4,18
PEX13_HUMAN,0.531,0.938,0.5,1.0,0.0,0.231,0.941176,16,2,18
RHG42_HUMAN,0.529,0.529,1.0,1.0,0.0,0.006,1.0,17,1,18
KLHL7_HUMAN,0.528,1.0,0.333,1.0,0.333,-0.154,0.891618,12,6,18
CSKI1_HUMAN,0.523,0.923,0.4,1.0,0.0,-0.3,0.924136,13,5,18
PK3CG_HUMAN,0.518,0.286,1.0,1.0,0.0,0.025,0.958824,14,4,18
EGFL6_HUMAN,0.518,0.429,1.0,1.0,0.0,-0.397,0.958824,14,4,18
UBP18_HUMAN,0.514,0.5,0.833,1.0,0.0,-0.095,0.963585,12,6,18
K1C15_HUMAN,0.511,0.267,1.0,1.0,0.0,0.151,1.0,15,3,18
MLF1_HUMAN,0.511,1.0,0.333,1.0,0.333,0.413,1.0,15,3,18
ZN395_HUMAN,0.511,0.733,0.667,1.0,0.0,-0.415,1.0,15,3,18
TLL2_HUMAN,0.5,0.5,0.75,1.0,0.0,-0.08,1.0,14,4,18
CF161_HUMAN,,0.0,,1.0,,,,18,0,18
FAM3D_HUMAN,,0.0,,1.0,,,,18,0,18
CFA57_HUMAN,,0.0,,1.0,,,,18,0,18
CILK1_HUMAN,,0.0,,1.0,,,,18,0,18
GLCTK_HUMAN,1.0,1.0,1.0,1.0,1.0,1.766,0.014706,15,2,17
MDM4_HUMAN,0.967,0.933,1.0,1.0,0.5,-1.017,0.029412,15,2,17
ATS8_HUMAN,0.938,0.938,1.0,1.0,0.0,1.495,0.235294,16,1,17
DYR1B_HUMAN,0.883,0.833,1.0,1.0,0.0,-0.983,0.013575,12,5,17
STK35_HUMAN,0.881,0.714,1.0,1.0,0.333,1.067,0.047059,14,3,17
WDR38_HUMAN,0.875,0.875,1.0,1.0,0.0,1.244,0.352941,16,1,17
NDNF_HUMAN,0.875,0.875,1.0,1.0,0.0,-1.007,0.352941,16,1,17
CP1B1_HUMAN,0.857,0.786,1.0,1.0,0.0,-1.093,0.067647,14,3,17
GNAZ_HUMAN,0.833,0.75,1.0,1.0,0.0,0.989,0.036522,12,5,17
FYB2_HUMAN,0.833,0.733,1.0,1.0,0.0,0.944,0.176471,15,2,17
VANG2_HUMAN,0.833,1.0,0.667,1.0,0.667,1.592,0.091176,14,3,17
DALD3_HUMAN,0.818,0.818,0.833,1.0,0.167,-0.617,0.036522,11,6,17
CBAR2_HUMAN,0.812,0.812,1.0,1.0,0.0,0.664,0.470588,16,1,17
TCHL1_HUMAN,0.81,0.929,0.667,1.0,0.333,1.071,0.120588,14,3,17
EMC9_HUMAN,0.808,0.692,1.0,1.0,0.25,-0.863,0.078992,13,4,17
LBHD2_HUMAN,0.803,0.636,1.0,1.0,0.0,-1.067,0.047673,11,6,17
RT26_HUMAN,0.8,0.733,1.0,1.0,0.0,-0.686,0.235294,15,2,17
ZN740_HUMAN,0.788,0.846,0.75,1.0,0.25,-0.676,0.101681,13,4,17
LIN37_HUMAN,0.762,0.857,0.667,1.0,0.333,-0.772,0.197059,14,3,17
UBE3D_HUMAN,0.75,0.667,1.0,1.0,0.0,-0.638,0.129606,12,5,17
PIHD2_HUMAN,0.75,0.75,1.0,1.0,0.0,0.74,0.588235,16,1,17
PRIPO_HUMAN,0.738,0.857,0.667,1.0,0.0,-2.504,0.244118,14,3,17
ALKB3_HUMAN,0.738,0.714,1.0,1.0,0.0,0.597,0.244118,14,3,17
POLK_HUMAN,0.733,1.0,0.5,1.0,0.5,-0.51,0.367647,15,2,17
RM11_HUMAN,0.714,1.0,0.667,1.0,0.667,0.405,0.3,14,3,17
SIDT2_HUMAN,0.712,0.462,1.0,1.0,0.25,-0.702,0.245378,13,4,17
UXS1_HUMAN,0.712,0.462,1.0,1.0,0.25,-0.766,0.245378,13,4,17
TM209_HUMAN,0.712,0.923,0.5,1.0,0.0,-0.739,0.245378,13,4,17
KLK1_HUMAN,0.7,0.667,1.0,1.0,0.0,0.711,0.441176,15,2,17
ADAM8_HUMAN,0.7,0.533,1.0,1.0,0.0,0.667,0.441176,15,2,17
ACSF4_HUMAN,0.7,0.667,1.0,1.0,0.0,0.358,0.441176,15,2,17
DACT2_HUMAN,0.7,0.467,1.0,1.0,0.0,-0.485,0.441176,15,2,17
UFSP1_HUMAN,0.7,0.6,1.0,1.0,0.0,-0.34,0.441176,15,2,17
MRGRF_HUMAN,0.7,0.533,1.0,1.0,0.0,0.693,0.441176,15,2,17
DHTK1_HUMAN,0.7,0.467,1.0,1.0,0.0,-0.647,0.441176,15,2,17
FA8A1_HUMAN,0.7,0.833,0.6,1.0,0.4,0.695,0.234324,12,5,17
KALM_HUMAN,0.69,0.5,1.0,1.0,0.0,-0.404,0.361765,14,3,17
BTBD1_HUMAN,0.686,0.8,0.571,1.0,0.0,-0.432,0.229535,10,7,17
CBLN4_HUMAN,0.673,0.692,0.75,1.0,0.0,0.635,0.35042,13,4,17
HXB5_HUMAN,0.667,0.929,0.667,1.0,0.333,-0.546,0.432353,14,3,17
ZN444_HUMAN,0.667,0.917,0.6,1.0,0.0,-0.273,0.328378,12,5,17
RT31_HUMAN,0.667,0.533,1.0,1.0,0.0,-0.419,0.529412,15,2,17
PLLP_HUMAN,0.667,0.571,1.0,1.0,0.0,-0.321,0.432353,14,3,17
ANKS3_HUMAN,0.652,0.818,0.667,1.0,0.0,-0.153,0.350194,11,6,17
IL32_HUMAN,0.643,0.357,1.0,1.0,0.0,-0.248,0.508824,14,3,17
MED7_HUMAN,0.635,0.923,0.5,1.0,0.25,-0.402,0.477311,13,4,17
CP4F3_HUMAN,0.635,0.308,1.0,1.0,0.25,0.652,0.477311,13,4,17
AL2CL_HUMAN,0.635,0.692,0.75,1.0,0.0,0.446,0.477311,13,4,17
RUSC1_HUMAN,0.635,0.385,1.0,1.0,0.25,-0.541,0.477311,13,4,17
SAPC2_HUMAN,0.633,0.4,1.0,1.0,0.0,0.306,0.617647,15,2,17
CENPK_HUMAN,0.633,0.583,1.0,1.0,0.0,-0.421,0.442146,12,5,17
CAD16_HUMAN,0.619,0.714,0.667,1.0,0.333,-0.34,0.591176,14,3,17
K1C27_HUMAN,0.619,0.714,0.667,1.0,0.0,0.409,0.591176,14,3,17
ADA2A_HUMAN,0.619,0.857,0.667,1.0,0.0,0.224,0.591176,14,3,17
MICU2_HUMAN,0.619,0.429,1.0,1.0,0.0,-0.293,0.591176,14,3,17
ZN316_HUMAN,0.615,0.385,1.0,1.0,0.25,-0.408,0.548739,13,4,17
FSAF1_HUMAN,0.615,0.692,0.75,1.0,0.0,-0.059,0.548739,13,4,17
SGCD_HUMAN,0.615,0.846,0.5,1.0,0.0,-0.381,0.548739,13,4,17
RFX2_HUMAN,0.6,0.467,1.0,1.0,0.0,0.029,0.720588,15,2,17
S23A1_HUMAN,0.6,0.933,0.5,1.0,0.0,-0.526,0.720588,15,2,17
MET18_HUMAN,0.596,0.385,1.0,1.0,0.0,0.077,0.623529,13,4,17
Z280C_HUMAN,0.596,0.923,0.5,1.0,0.25,0.221,0.623529,13,4,17
MICU1_HUMAN,0.596,1.0,0.25,1.0,0.25,0.388,0.623529,13,4,17
CC085_HUMAN,0.595,0.286,1.0,1.0,0.0,0.364,0.676471,14,3,17
RFLB_HUMAN,0.595,0.714,0.667,1.0,0.333,-0.436,0.676471,14,3,17
CFA74_HUMAN,0.595,0.643,0.667,1.0,0.0,0.295,0.676471,14,3,17
AOXA_HUMAN,0.583,0.5,0.8,1.0,0.0,0.146,0.646089,12,5,17
HXB4_HUMAN,0.571,1.0,0.333,1.0,0.333,0.222,0.767647,14,3,17
PI5PA_HUMAN,0.571,1.0,0.333,1.0,0.333,0.774,0.767647,14,3,17
TTC31_HUMAN,0.571,0.286,1.0,1.0,0.0,0.029,0.767647,14,3,17
THUM2_HUMAN,0.569,0.556,0.75,1.0,0.125,-0.29,0.672974,9,8,17
CBPA1_HUMAN,0.567,0.917,0.4,1.0,0.0,0.179,0.721396,12,5,17
AT1A2_HUMAN,0.567,0.533,1.0,1.0,0.0,-0.02,0.823529,15,2,17
LY66F_HUMAN,0.567,0.667,0.6,1.0,0.2,-0.442,0.721396,12,5,17
RIP_HUMAN,0.567,0.933,0.5,1.0,0.0,0.276,0.823529,15,2,17
STK16_HUMAN,0.562,0.562,1.0,1.0,0.0,-0.106,0.941176,16,1,17
AUGN_HUMAN,0.562,0.562,1.0,1.0,0.0,-0.027,0.941176,16,1,17
DAAF9_HUMAN,0.558,0.385,1.0,1.0,0.0,0.182,0.784874,13,4,17
FA83F_HUMAN,0.558,0.846,0.5,1.0,0.25,0.042,0.784874,13,4,17
FBLL1_HUMAN,0.548,0.714,0.667,1.0,0.0,-0.239,0.858824,14,3,17
ST1A2_HUMAN,0.548,0.786,0.667,1.0,0.0,0.269,0.858824,14,3,17
HDA11_HUMAN,0.548,0.286,1.0,1.0,0.0,-0.292,0.858824,14,3,17
SIM20_HUMAN,0.538,0.769,0.5,1.0,0.0,-0.031,0.870588,13,4,17
SP110_HUMAN,0.538,0.308,1.0,1.0,0.0,0.216,0.870588,13,4,17
FM25A_HUMAN;FM25C_HUMAN;FM25G_HUMAN,0.533,0.467,1.0,1.0,0.0,0.538,0.941176,15,2,17
HIF1A_HUMAN,0.533,0.467,1.0,1.0,0.0,0.169,0.941176,15,2,17
CC181_HUMAN,0.533,0.467,1.0,1.0,0.0,-0.014,0.941176,15,2,17
FOXJ2_HUMAN,0.533,1.0,0.5,1.0,0.5,-0.445,0.941176,15,2,17
RGMA_HUMAN,0.53,0.727,0.5,1.0,0.0,0.154,0.883646,11,6,17
HYKK_HUMAN,0.524,0.929,0.333,1.0,0.0,-0.035,0.952941,14,3,17
ANPRA_HUMAN,0.524,0.214,1.0,1.0,0.0,0.001,0.952941,14,3,17
IGDC4_HUMAN,0.524,0.357,1.0,1.0,0.0,-0.074,0.952941,14,3,17
SELT_HUMAN,0.519,0.231,1.0,1.0,0.0,-0.062,0.956303,13,4,17
SNPC3_HUMAN,0.519,0.923,0.5,1.0,0.0,-0.017,0.956303,13,4,17
TMEM9_HUMAN,0.519,0.846,0.5,1.0,0.0,-0.128,0.956303,13,4,17
RHG23_HUMAN,0.517,0.917,0.4,1.0,0.2,-0.59,0.959276,12,5,17
CTR2_HUMAN,0.5,1.0,0.25,1.0,0.25,0.044,1.0,13,4,17
G45IP_HUMAN,0.5,0.5,1.0,1.0,0.0,0.072,1.0,14,3,17
SPI1_HUMAN,,0.0,,1.0,,,,17,0,17
DKK4_HUMAN,,0.0,,1.0,,,,17,0,17
GNA15_HUMAN,1.0,1.0,1.0,1.0,1.0,2.195,0.125,15,1,16
DTWD1_HUMAN,1.0,1.0,1.0,1.0,1.0,-1.097,0.125,15,1,16
VA0D2_HUMAN,1.0,1.0,1.0,1.0,1.0,-1.274,0.001099,12,4,16
UTP23_HUMAN,0.938,0.833,1.0,1.0,0.5,-1.453,0.007692,12,4,16
DLGP1_HUMAN,0.893,0.786,1.0,1.0,0.5,1.283,0.1,14,2,16
RNF37_HUMAN,0.872,0.692,1.0,1.0,0.333,-0.746,0.057143,13,3,16
PITM3_HUMAN,0.867,0.867,1.0,1.0,0.0,-0.729,0.375,15,1,16
LRRC4_HUMAN,0.857,0.714,1.0,1.0,0.5,1.562,0.15,14,2,16
FLVC2_HUMAN,0.857,0.786,1.0,1.0,0.0,0.736,0.15,14,2,16
MCM10_HUMAN,0.854,0.75,1.0,1.0,0.25,3.595,0.041758,12,4,16
SPRE1_HUMAN,0.854,0.583,1.0,1.0,0.5,1.318,0.041758,12,4,16
TLXNB_HUMAN,0.846,1.0,0.667,1.0,0.667,1.812,0.082143,13,3,16
YYAP1_HUMAN,0.821,0.786,1.0,1.0,0.0,-0.763,0.2,14,2,16
S12A6_HUMAN,0.821,0.643,1.0,1.0,0.5,-0.751,0.2,14,2,16
RT07_HUMAN,0.821,0.692,1.0,1.0,0.0,-1.058,0.110714,13,3,16
ERG1_HUMAN,0.818,0.727,1.0,1.0,0.0,-1.296,0.05174,11,5,16
LIPL_HUMAN,0.8,0.8,1.0,1.0,0.0,-1.007,0.5,15,1,16
ADCY3_HUMAN,0.795,0.692,1.0,1.0,0.0,1.567,0.146429,13,3,16
KLHL3_HUMAN,0.795,0.769,1.0,1.0,0.0,0.676,0.146429,13,3,16
CBAR1_HUMAN,0.786,0.643,1.0,1.0,0.0,0.618,0.266667,14,2,16
DNJB9_HUMAN,0.782,0.636,1.0,1.0,0.0,-0.804,0.089744,11,5,16
SKA2_HUMAN,0.771,0.5,1.0,1.0,0.5,-0.979,0.132967,12,4,16
RN185_HUMAN,0.769,0.615,1.0,1.0,0.0,-0.343,0.189286,13,3,16
FANCJ_HUMAN,0.769,0.615,1.0,1.0,0.333,-0.878,0.189286,13,3,16
PRD10_HUMAN,0.769,0.692,1.0,1.0,0.0,-0.506,0.189286,13,3,16
RHG28_HUMAN,0.762,1.0,0.571,1.0,0.571,-1.44,0.090734,9,7,16
PEPA3_HUMAN;PEPA4_HUMAN;PEPA5_HUMAN,0.75,0.5,1.0,1.0,0.5,-1.153,0.333333,14,2,16
GP1BB_HUMAN,0.75,0.833,0.75,1.0,0.25,-0.786,0.17033,12,4,16
MGP_HUMAN,0.745,0.455,1.0,1.0,0.2,-1.194,0.145147,11,5,16
CHD9_HUMAN,0.744,0.923,0.667,1.0,0.333,-1.366,0.239286,13,3,16
KANL1_HUMAN,0.744,0.538,1.0,1.0,0.333,0.764,0.239286,13,3,16
PKHM1_HUMAN,0.733,0.733,1.0,1.0,0.0,-0.345,0.625,15,1,16
CO5A3_HUMAN,0.729,0.583,1.0,1.0,0.0,-0.508,0.212088,12,4,16
TICN2_HUMAN,0.729,0.833,0.75,1.0,0.25,0.593,0.212088,12,4,16
TENN_HUMAN,0.729,0.5,1.0,1.0,0.0,0.304,0.212088,12,4,16
RN168_HUMAN,0.727,0.818,0.8,1.0,0.0,-0.391,0.180403,11,5,16
TM243_HUMAN,0.718,0.923,0.667,1.0,0.0,-0.748,0.296429,13,3,16
ASPM_HUMAN,0.717,0.8,0.833,1.0,0.0,1.952,0.180569,10,6,16
PSN2_HUMAN,0.714,0.571,1.0,1.0,0.0,0.342,0.416667,14,2,16
CNTRL_HUMAN,0.709,0.636,0.8,1.0,0.4,-2.3,0.221154,11,5,16
DJC16_HUMAN,0.708,0.75,0.75,1.0,0.5,-0.852,0.261538,12,4,16
HRH1_HUMAN,0.692,0.692,1.0,1.0,0.0,0.229,0.364286,13,3,16
NFAC1_HUMAN,0.688,1.0,0.5,1.0,0.5,-0.414,0.316484,12,4,16
MRES1_HUMAN,0.688,0.5,1.0,1.0,0.25,0.38,0.316484,12,4,16
TR10C_HUMAN,0.679,0.5,1.0,1.0,0.0,-0.262,0.5,14,2,16
CFLAR_HUMAN,0.667,0.667,1.0,1.0,0.0,0.31,0.75,15,1,16
DNAS1_HUMAN,0.667,0.583,1.0,1.0,0.0,0.852,0.379121,12,4,16
NPAT_HUMAN,0.667,1.0,0.667,1.0,0.667,0.485,0.439286,13,3,16
GT253_HUMAN,0.667,0.7,0.833,1.0,0.0,-0.356,0.313187,10,6,16
TET2_HUMAN,0.667,1.0,0.667,1.0,0.667,0.557,0.439286,13,3,16
IBPL1_HUMAN,0.667,0.667,1.0,1.0,0.0,-0.734,0.75,15,1,16
ZN410_HUMAN,0.655,0.818,0.6,1.0,0.0,-0.327,0.377289,11,5,16
FACR1_HUMAN,0.646,0.917,0.5,1.0,0.25,-0.306,0.446154,12,4,16
AGRL3_HUMAN,0.636,0.636,1.0,1.0,0.0,0.436,0.440934,11,5,16
GEM_HUMAN,0.625,0.5,1.0,1.0,0.25,-0.543,0.520879,12,4,16
LV321_HUMAN,0.625,0.5,1.0,1.0,0.0,-0.63,0.520879,12,4,16
HACL1_HUMAN,0.625,0.917,0.5,1.0,0.0,0.03,0.520879,12,4,16
ZN462_HUMAN,0.618,0.364,1.0,1.0,0.0,-0.242,0.509615,11,5,16
LONP2_HUMAN,0.615,1.0,0.333,1.0,0.333,-0.574,0.610714,13,3,16
DIK2B_HUMAN,0.615,0.538,1.0,1.0,0.0,-0.254,0.610714,13,3,16
RM15_HUMAN,0.615,0.462,1.0,1.0,0.0,-0.066,0.610714,13,3,16
FBLN7_HUMAN,0.607,0.429,1.0,1.0,0.0,0.421,0.7,14,2,16
SNP47_HUMAN,0.607,0.429,1.0,1.0,0.0,0.34,0.7,14,2,16
MSMO1_HUMAN,0.604,0.417,1.0,1.0,0.0,0.307,0.598901,12,4,16
